소비구분,시도구분,2018년 01월,2018년 02월,2018년 03월,2018년 04월,2018년 05월,2018년 06월,2018년 07월,2018년 08월,2018년 09월,2018년 10월,2018년 11월,2018년 12월,2019년 01월,2019년 02월,2019년 03월,2019년 04월,2019년 05월,2019년 06월,2019년 07월,2019년 08월,2019년 09월,2019년 10월,2019년 11월,2019년 12월,2020년 01월,2020년 02월,2020년 03월,2020년 04월,2020년 05월,2020년 06월,2020년 07월,2020년 08월,2020년 09월,2020년 10월,2020년 11월,2020년 12월,2021년 01월,2021년 02월,2021년 03월,2021년 04월,2021년 05월,2021년 06월,2021년 07월,2021년 08월,2021년 09월,2021년 10월,2021년 11월,2021년 12월,2022년 01월,2022년 02월,2022년 03월,2022년 04월,2022년 05월,2022년 06월,2022년 07월,2022년 08월,2022년 09월,2022년 10월,2022년 11월,2022년 12월
관광유원시설,대전광역시,56458,47553,188991,188651,254432,169975,75404,90273,138232,124783,66606,66913,61900,63591,140709,143782,163101,152768,86797,97837,131292,160580,89140,104851,72705,44100,34639,115772,115772,59546,31029,58453,55497,109367,63744,29673,38709,73959,89464,113992,132367,87780,88293,61688,92399,125786,88651,54619,93222,66722,108604,169835,172821,136450,117480,166483,246063,234320,124563,126403
관광유원시설,부산광역시,492139,408530,411662,413068,475049,457389,441855,592800,447754,418293,368401,442408,403223,505360,453639,370950,464611,474101,424015,605220,365076,371961,589604,705314,615001,287051,110541,407757,407757,402679,467062,809982,201361,429482,447093,189196,226849,435618,399614,396473,537121,516933,512314,512260,405258,543018,544506,479821,610522,488182,384836,977950,1214142,1031969,1170791,1562010,1035354,1226114,832253,769764
관광유원시설,서울특별시,2753714,2833935,3389751,2275314,2868332,2808686,3524758,3158216,2952458,3163824,2908644,3490954,3021433,3112330,3044905,2433151,2451800,2950990,3326972,3189349,2923012,2874900,3617057,4479474,3148286,1164032,987216,1410063,1410063,964069,1642334,1677302,797901,1789791,1469745,643093,843590,1463182,1683606,2534320,2781498,2262584,1555578,2196582,2381585,3498709,3124543,2597572,2671402,2150467,2216803,4063110,4481894,3600933,4337607,4976279,4527478,5467264,3237383,3818006
관광유원시설,울산광역시,31921,35991,36953,28796,27681,34316,26167,30581,34690,30928,29712,38265,28875,29673,47891,31444,29831,43463,25412,27198,25128,17388,21699,25670,20223,10729,10304,22575,22575,21862,21122,23154,22305,27729,19174,17021,18532,20311,27979,23562,36058,24187,28054,36905,37973,31614,22785,31763,39100,36903,29267,31001,44656,38418,32845,41975,33400,34010,24278,38279
관광유원시설,인천광역시,101016,110826,149577,112265,174256,153334,110396,145967,164804,136868,125051,118993,116772,118033,155530,188226,246247,228415,196791,255211,204233,257710,225866,229771,234518,106683,124032,282477,282477,165259,198600,165399,185138,298509,160155,102752,124749,237051,212712,269847,363906,302608,197796,286038,363450,370729,278341,187764,257628,229080,241523,386681,498965,396815,338211,416500,413712,417306,293238,254911
관광유원시설,전라남도,492757,427116,430874,487732,715407,620585,1175126,1756201,638920,639085,474688,555114,581138,615531,610078,546669,721342,702152,990560,1856078,740102,1028856,1380741,1325709,1389897,697616,433084,1505088,1505088,1098462,1183799,2715985,603977,1419324,1000308,475218,532870,895491,785471,972475,1298754,1150712,1367600,1921573,1106996,1617151,1248939,937961,1169934,944911,654968,1209980,1611198,1577806,1991963,2632861,1124376,1767187,1177928,961317
관광유원시설,전라북도,79982,79982,121327,122724,162522,118286,95058,123103,149016,129054,107350,84925,80316,99342,124212,139521,130696,124729,140540,239306,87330,152270,146757,97427,91324,52028,34462,96175,96175,88037,106333,186649,47629,139116,116160,35262,44094,105512,126009,142811,174666,143482,130276,182393,140325,252456,194246,88717,83340,90986,161914,212841,207640,173836,209774,246167,140097,243073,176912,62368
관광유원시설,제주특별자치도,568311,74694,666603,929471,965988,955668,775220,923268,824232,961545,706916,609564,618741,669876,765486,924360,863216,806144,705915,870520,668440,963514,879903,688704,684319,267475,202576,464260,464260,430774,462019,726152,389091,707089,692579,323563,246359,487853,566281,809482,900240,728722,652181,599338,516145,779282,756680,611749,731874,644168,538008,925673,1128901,993600,801250,858889,733641,1007601,659010,653892
관광유원시설,충청남도,78827,456971,115890,124952,143217,125147,128835,180416,138827,120070,88088,95408,92738,103738,134881,112110,156720,143430,130501,235640,127065,173366,122377,122267,113667,88260,72654,177680,177680,127299,149247,143004,103496,181690,105218,77617,77975,116787,124337,147025,210435,159875,139372,169385,181981,219850,159923,97480,121197,121465,127622,219232,266214,210361,175466,213433,185008,234412,142656,98638
관광유원시설,충청북도,60928,64565,99114,128022,186018,158004,171563,251390,152965,169680,109531,95877,75616,97467,125023,107056,99065,100095,96502,184023,197748,252274,187683,105893,92037,83575,128300,226999,226999,230741,221762,207642,183872,262802,185633,84555,73218,168891,211986,261665,312087,272850,287902,235919,216183,246091,135451,82910,111867,102371,117681,233084,299267,266124,277432,315399,323947,418493,293853,131474
골프장,강원도,2296926,2422921,6714369,9931304,12277535,13434863,11483606,11507390,11950012,12655304,9228591,3450819,2568096,3482351,8003200,10583934,13721224,14154664,12582474,13824105,10974022,14179828,10805678,3958411,3095468,4036313,8839808,12630034,15563965,16039775,15560132,14764519,14444972,17320399,13160633,5121341,2993733,6200420,11306331,15847092,17506806,18139645,18077916,17192615,17471575,19198709,14395343,6296978,4181638,6132516,11981633,18588939,22336093,20786955,20825184,19597037,18724000,20520300,16005594,4858707
골프장,경기도,7869061,11728213,38741275,47301804,51649824,55149022,43521660,35515924,50916494,51782906,42551871,15404863,11146693,16399143,44401711,51966759,58608290,58443138,48682544,45476832,49118668,57768110,46932170,18917280,14322606,20796489,43780667,57226361,63684899,64783145,59411093,49814708,58766922,68353643,13160633,21612886,12554387,28970994,56530918,65894731,67982785,71882541,62609006,58251879,64829919,72582816,60969855,32370210,20938404,29298673,61308264,76084733,84290369,78367425,74199120,63207543,73611248,79459951,66414190,21481985
골프장,경상남도,5222763,6330489,8772381,10255775,12041241,11531784,10284137,8945070,10911807,11837081,11037882,8117049,6236422,7431204,10218933,11215650,12509182,12479209,10857817,10632363,10260348,12560685,11914975,9136752,6553832,7710455,9020860,11958682,14241001,13367252,12290766,12906145,12122961,14924139,12930133,10254616,7678441,9904139,12610284,14657635,16343739,15961695,14850016,13804648,15495861,17648095,14916015,12088777,10894040,11438211,14376728,17250088,18970597,17523742,16450748,16086869,15554770,17807031,15652531,10437969
골프장,경상북도,3058885,4825225,8888821,11193020,12927556,13126881,10273427,9072036,11695885,12727364,11195591,5908698,4167001,6019713,10739041,11841755,13690546,13319494,11812954,11182139,10711447,13161121,11864890,7184819,4757190,6186610,7956449,11839328,14956243,14461170,12949874,13462884,13262634,15862327,13595263,8786662,5674915,9247349,13225190,15569544,17171706,17318259,16348129,14901094,16577845,18971260,16037526,11107247,8387127,9839639,14787354,18373906,20387986,20150561,18009423,17104010,17711782,20749943,17192867,8709982
골프장,광주광역시,615073,705535,1035441,1054809,1141218,1162003,902332,1021994,1129248,1134239,992066,858844,793649,876300,1179527,1104292,1250935,1248958,1096772,1138955,1152596,1264460,1136315,939744,904637,979117,1274925,1375429,1485654,1411289,1239080,1218271,1048972,1504633,1330124,1097033,1073556,1235561,1752625,1704088,1794486,1757937,1874951,1909807,1978984,1995346,1715105,1497403,1549936,1624471,2041214,2104407,2263009,2270510,2158208,2116732,2142517,2184412,1855937,1471281
골프장,대구광역시,907277,1011003,1298459,1332881,1405898,1351278,1282104,1303233,1400747,1405308,1259045,1128357,1129211,1250882,1665175,1583664,1535120,1521629,1530422,1572119,1581170,1612544,1457870,1376188,1366398,1230646,1313567,1615244,1922146,1865153,1971904,1917935,2013420,2147542,1897305,1734077,1717468,1892427,2311750,2307533,2391890,2257667,2424537,2748594,2805421,2911425,2576426,2363848,2428619,2401026,2816730,2976351,3117148,3089610,3125460,3172149,3061536,3140378,2770241,2353744
골프장,대전광역시,527725,562030,801491,912265,1001092,999483,786882,707409,957705,977044,866002,559476,565708,519323,958479,1097368,1170994,1112487,988638,935745,969101,1112762,988139,714017,545582,562157,841397,1013004,1147787,970960,929338,927008,983379,1202747,922871,594312,453928,678353,1035938,1077426,1051731,1118333,1071768,1021616,1162646,1262142,967138,765597,717938,840298,1169449,1274910,1404289,1377077,1344038,1289694,1366931,1483814,1280020,764461
골프장,부산광역시,2121439,2377178,3359866,3835614,4352947,4231321,3795887,3429012,3657322,4109126,3886353,2977663,2509471,2852622,3855333,3900251,4273158,4374619,4008049,3760985,3755560,4082780,4281678,3361851,2641541,3013100,3635135,4403875,5218303,4979489,4595210,4844643,4734039,5515548,4816577,3491972,2989089,3826269,4990255,5352477,5640438,5535687,5589403,5061560,5587213,6228225,5548287,4628179,4319606,4213320,5331951,6126801,6626270,6106939,6168926,6128789,6029779,6813052,5710743,4330740
골프장,서울특별시,3749530,3800763,6577646,6596301,6775870,6549995,6151084,6532802,6774467,6385146,5335743,4889302,4792172,5319097,7008548,6719082,7022857,6977842,6658528,6811572,6779735,7317513,6798615,6063762,6347974,6345739,7451329,8416809,9971099,9961082,9887176,9515420,7437768,10219177,8668200,4208154,4798001,7880787,11027825,10090685,10450402,10556455,10151952,10588391,10486042,11149379,9600338,8027485,8542037,9107483,11236405,11943161,12401341,11930952,11650632,11300157,10928011,11507883,9677352,7802444
골프장,울산광역시,873483,997803,1401181,1528197,1655954,1655365,1585485,1676239,1510293,1860395,1763304,1382191,1141245,1294428,1686250,1750386,1914977,1892175,1798320,1834207,1615517,1873670,1819384,1436555,1149721,1338286,1567993,1914035,2193583,2080979,2041977,2144363,1867776,2388683,2126064,1662068,1452308,1675203,2152405,2272065,2423339,2416625,2508816,2429259,2488118,2741445,2482686,2215198,1976161,1942018,2439487,2910278,3190359,3238784,3259164,3164566,2915043,3330853,3027630,2028265
골프장,인천광역시,1209861,1707233,4289524,4720122,5052284,5395716,4752746,3927077,5111824,5062220,4332825,2053330,1598094,2354343,4755055,5401988,5876591,5793049,4820147,4525009,4673724,5514129,4548721,2428177,1956594,2599413,4583394,5771190,6317296,6144643,5935116,5207019,5618355,6620134,5268531,2600514,1593461,3140155,5392295,5930497,6282057,6991386,6249418,5982177,6208291,7016857,5885826,3516836,2522169,3092803,6079126,7188344,7767916,7152548,7286659,6714146,7560115,8084390,6884691,2684537
골프장,전라남도,1835642,2663506,5417619,6450692,7702286,7558807,5858535,5254488,7292139,7971832,7274177,4229622,2898682,3716312,6116336,6956093,8180988,7928498,6479445,6727860,6417344,8586747,8086555,5002602,3537580,4235479,6185819,7878118,9569385,8983426,7861853,8138147,7979773,10245256,8773943,6106536,3511221,6023632,8347806,9973567,11229100,11147456,9885603,9678747,11088622,12089711,10091747,7828438,6999158,7183738,10229853,12376211,13910012,13868335,11967828,11724919,11990899,14003411,11613921,5707865
골프장,전라북도,928761,1405955,3245302,3887829,4700388,4728497,3692982,3185850,4474786,4841746,4184355,1805016,1342153,1796348,3618132,3998436,4930896,4852538,4092578,4246618,4005356,5522300,4813373,2437584,1809053,2233532,3639907,4774628,5932014,5762047,4904019,4973393,5209617,6512816,5518552,3220276,1808210,3582288,5620904,6714341,7647350,7731247,6989178,6692924,7788455,8636578,6832666,4571110,3366120,3631505,6385115,8506248,9461869,8985120,7629632,7060334,6922215,8000698,6771114,2367483
골프장,제주특별자치도,2069771,2076202,4024380,4725565,5334711,4705810,3917346,4248885,4446545,5053694,5216427,3403288,2582553,3009563,4236055,4776802,5422353,5003336,4089259,4672371,3902326,5462378,5505025,4024883,2826424,2760846,3368528,4240753,5873121,5498600,5202425,5967717,4671909,6880444,5911173,4279174,2770743,4480188,5702809,6673896,7515748,7151881,6512075,6303589,6080439,8121859,6889997,5320160,5598785,5412549,6734085,8147719,8822053,7939410,6991322,7227643,6357809,8593050,7224773,4335940
골프장,충청남도,1076029,1456697,3555900,4673035,5655589,5571858,4500332,4076507,5055536,5453214,4598898,1873037,1461677,1987003,4482429,5200277,6234009,6005329,4976709,5086432,4592933,6080634,5014062,2378296,1827064,2423666,4221810,5670762,6574680,6546616,5858967,5383649,6018951,6873276,5824662,3290379,1789691,3236829,5736357,6670873,7292051,7627995,7341323,6827633,7715829,8389905,6599596,3939852,2592846,3464217,6802409,8537089,9389468,8634779,7504967,6302891,7650365,8432375,7269058,2465528
골프장,충청북도,964270,1693252,6546739,8535347,9962222,10567447,7663035,6259352,9524531,10623143,8721975,2526254,1568237,2724134,7770515,9486184,11604257,11519269,9049050,8865853,9335602,12412551,10566092,3468960,2339208,3804003,8115056,11355422,13317634,13479546,11533955,10343714,12617871,15362041,12866654,4846479,2816600,6353467,11828460,15043382,15756389,16547234,16024785,14389638,16697426,19117898,14752707,6912992,4138507,5897029,12347018,16414422,19139946,18023088,16424479,14108910,17007049,19958666,16560894,3751213
스키장,강원도,1354027,847839,286151,33120,101376,116098,234682,348961,150703,106383,189293,1535965,1838056,1420001,177155,48366,110286,158140,217595,424633,150316,163022,237824,1267869,1617105,812127,38231,28023,97431,130193,176929,284897,77069,170297,60835,264629,316520,414502,25870,52427,113508,163577,241502,285666,145953,183594,54427,820420,1502901,910725,54926,58254,216617,284624,447762,518832,192264,209113,76413,1227507
스키장,경기도,4314579,2950487,230012,186391,281979,278581,421140,616709,331052,304975,234979,2399149,3604631,2285617,273367,199787,283025,267326,360998,568954,229610,325188,302666,2387652,3808792,1540594,59943,47552,98520,64884,67833,135668,57653,238004,163227,532101,839581,910844,32495,84538,165055,137724,124470,219558,151737,239685,223811,1251178,2764027,1938774,62678,177657,217587,216005,351336,405897,240585,399924,397861,1353442
스키장,경상남도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
스키장,경상북도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
스키장,광주광역시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
스키장,대구광역시,0,0,220,0,0,121,558,0,0,0,0,374,0,0,0,154,0,143,385,0,0,0,0,0,0,154,187,0,418,418,0,0,0,0,0,0,0,0,0,50,0,0,0,0,190,0,198,0,0,0,0,0,0,0,0,0,660,0,0,0
스키장,대전광역시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
스키장,부산광역시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
스키장,서울특별시,659555,484692,44764,123790,163952,146931,160028,203237,170387,225070,174906,485182,668149,554430,116968,120584,215180,204289,163007,244888,149999,272591,290779,492057,641037,263757,4160,37102,62834,42870,37716,49220,33850,133454,114790,102056,168877,176456,16978,65982,107180,79047,58104,89925,104063,199758,178704,149712,411108,305744,25476,138189,157882,160289,175575,194265,151467,321621,205001,386950
스키장,울산광역시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
스키장,인천광역시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
스키장,전라남도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
스키장,전라북도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
스키장,제주특별자치도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
스키장,충청남도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
스키장,충청북도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
기타레저,강원도,909866,838168,963171,922680,1086770,1101691,1229361,1455262,1174328,1122421,1019076,1168656,1159894,1145230,1162267,1070254,1318401,1355018,1512782,1834672,1410874,1358850,384689,454220,536658,331773,238821,261044,418319,430429,598066,718519,317898,431966,286204,199912,209136,286708,274806,294610,423547,485666,663393,797595,490103,494230,348127,295662,400303,332942,286620,882170,1620092,1207960,1309503,1613159,1032849,1329679,657775,544510
기타레저,경기도,13095564,12573326,15034734,14378624,16249879,15460390,16649903,18570485,15833853,15703812,12027632,13418352,14653603,13955561,14379514,12818889,14736750,14834637,16278615,17585061,14641690,14636328,6133399,6818686,7427520,4492190,3686137,4191600,5487965,4814598,5430758,4832785,2935993,4784308,3956470,1655752,2292946,3586936,4374170,4160396,4960671,4759009,4321531,4620817,4455432,4721809,4293741,3871387,4635622,3931878,4422585,5158133,6000930,6301086,6923637,6954518,5594858,6116707,5107507,5532246
기타레저,경상남도,2201893,2052352,2173499,2092555,2386468,2596268,3509738,4216069,2418619,2192548,2098548,2411365,2566268,2562683,2466223,2206377,2654453,2770758,3296239,3927449,2726745,2637153,1197189,1363493,1502434,946881,767789,840870,1161788,1006597,1241187,1340791,760125,1147509,855512,557541,679547,825917,912518,837971,1034046,949513,1014143,1093791,1051787,1134637,930627,835642,981380,768881,837846,1006085,1236726,1280591,1525860,1729086,1067019,1176775,951117,1046620
기타레저,경상북도,2139924,1877449,2090040,1933221,2227314,2079472,2611842,3093530,2201744,2220094,1973213,2148103,2354798,1959708,2036394,1838147,2044758,2240015,2609579,2860533,2263880,2286413,1035877,1103788,1254567,704395,423671,563605,844911,765517,856430,1056593,707500,945881,788271,528907,613715,829101,925434,841150,1002225,948151,1011558,1100266,958057,1143773,996507,842124,1045374,783657,811433,1033929,1207109,1212142,1510627,1582510,1028664,1263278,986241,1029202
기타레저,광주광역시,1324477,1189258,1403286,1324651,1463141,1371401,1402125,1533635,1515347,1556974,1364245,1525659,1593188,1628473,1643957,1526941,1734024,1753268,1813741,1890184,1757998,1838729,596284,652233,749575,442058,418840,442433,591404,499333,381183,426549,228567,445569,374363,288146,322714,363226,479788,430871,453771,476315,506820,501347,478828,560166,473849,451981,426427,374581,445564,531677,630451,594411,566620,545827,471000,616953,479213,475239
기타레저,대구광역시,3356327,3155599,3581342,3526429,3629996,3204824,3556074,3745175,3439707,3451794,3143298,3598671,3668410,3634023,4008028,3647929,3977245,3770694,4028035,4191883,3663469,3895687,1856947,2229612,2390500,1263367,612456,840795,1656131,1408697,1328974,1376012,1192531,1746669,1290507,928713,948046,1124356,1314974,1376018,1981465,1089596,1099401,1080987,1331720,1605403,1327169,1290352,1417152,1028837,1208279,1842888,1946528,1557405,1621891,1638786,1610962,1981228,1475537,1711542
기타레저,대전광역시,1028183,866941,1077151,955438,946036,929344,1032605,991084,954401,962617,936271,1023590,1144463,1027315,1247118,996210,1153238,1170751,1353032,1267183,1195982,1151208,483785,527619,582962,435459,325327,297043,460095,327209,306671,300490,211614,300704,261039,183469,191016,232039,288809,232972,253128,247268,240418,213026,231241,253834,204415,193452,214448,200578,249128,256046,285093,307023,326873,346603,311958,352998,311565,313716
기타레저,부산광역시,3514524,3434625,3709120,3430714,3683048,3558838,4037301,4198455,3871359,3688793,3541590,3903327,4163375,4073545,4131579,3697605,4042545,4087479,4565059,4987018,4394189,4240577,1644937,1877235,2066305,1263154,961060,1117166,1586076,1433099,1623829,1514692,1073823,1378635,1296818,714228,830406,1218458,1360663,1133340,1370412,1343990,1404045,1306220,1393987,1525726,1343263,1177488,1234165,1063792,1206919,2116743,2499669,2353057,2475391,2464402,2011821,2329359,1844465,1841350
기타레저,서울특별시,13588438,12157380,14094762,12483530,12986408,12930612,14445151,14919785,13024655,12983926,12596768,14125618,15081873,14156620,14821337,13331562,14380336,14595316,16344185,16364885,14534382,14270373,7485331,8038324,8436904,6022876,4123756,4538107,6067258,5350362,5918932,4943260,2715788,4927523,4383391,1574089,2366891,3758594,4839910,4381409,4989979,4964113,4201266,4245541,4130154,4475379,4729708,4387643,4797506,4688709,5114823,5173124,5948178,5946558,6548689,6376459,5535726,5978001,5519945,5647822
기타레저,울산광역시,971821,866201,154937,892290,925644,909728,975010,1015683,931665,891550,849589,960405,1054887,1001192,1032734,926674,998214,995242,1070460,1150455,1028622,983516,500738,527374,595423,448560,371222,394098,495284,439258,479299,493100,344813,411350,370184,278185,322921,336263,378511,348848,376328,357053,394736,420636,387473,393789,347577,319504,387298,305075,357094,371532,433822,435777,453037,479199,396505,429085,353627,396307
기타레저,인천광역시,2397035,2240059,2547000,2324972,2592989,2571707,2781358,3001256,2828307,2661363,2565574,2829529,2980123,2952733,3072645,2706526,3113502,3073009,3049606,3246259,2835916,2829857,996214,1104474,1141563,730983,688145,834648,1164704,933914,1012286,988054,707653,1087371,785148,361362,426598,635957,743816,823599,1133930,1000683,832176,1004321,1119246,1103927,863026,695868,769682,692154,860611,1099114,1334947,1225569,1324856,1435550,1259810,1342676,1133628,1010802
기타레저,전라남도,777067,805381,738715,687499,760061,789680,1048845,1255430,863272,744609,754172,867904,1023274,955810,911332,815105,940294,1005326,1323467,1735481,1136681,1136144,612424,610731,840292,475562,398162,415194,654501,531870,570384,797789,359116,537137,355168,283780,346283,403189,404312,382610,430319,468996,538768,617197,469120,504854,422605,362517,486880,335223,335028,464756,666717,695851,1057988,1159498,532410,604108,475678,514791
기타레저,전라북도,919223,818927,876562,843453,997327,960488,1061976,1129939,1014949,1043290,938433,993677,1047152,1085677,1080391,1006921,1191712,1219315,1433709,1731979,1250123,1295571,633306,581968,600652,368070,320181,344613,501707,482618,510984,653455,317110,495101,450634,239305,342718,478549,489948,410413,535512,520561,575778,683731,468105,608747,507823,367963,394412,328342,386518,614092,704125,722182,754179,788880,438451,567597,427282,315078
기타레저,제주특별자치도,418705,386401,490031,512798,584440,571665,641017,702557,557510,574929,546349,547291,621015,629743,641489,601609,719167,752265,836570,987750,731433,781271,375045,380544,416651,253549,238390,257070,408709,379508,408445,504011,321472,454841,367330,193947,180268,292415,336683,379519,437583,416328,449817,426130,357293,469976,376089,304128,372470,322483,306101,449688,610468,611862,592561,610635,422307,546271,403454,326074
기타레저,충청남도,1375221,1291147,1400323,1322739,1497285,1436826,1597131,1859827,1574873,1564841,1436309,1576617,1713883,1615279,1703552,1482327,1795307,1822112,1894827,2244472,1834510,1826989,763823,836567,956739,521281,435030,569229,848179,704087,793171,775087,549130,775238,541031,394991,481838,536022,585547,615828,789636,667711,697947,815145,762328,787204,581170,468799,797728,585240,558967,753812,921106,888907,861342,927834,778840,881741,660829,616981
기타레저,충청북도,784264,744435,870567,823601,923476,873632,964184,1074143,938060,897938,843500,950982,965616,987683,1018065,936387,1134675,1160911,1207979,1430602,1268110,1335698,642034,598690,656194,416743,417713,532513,717649,753751,755839,744660,616736,852093,611859,248894,271848,413693,526801,561997,722126,660187,708638,686703,601691,703445,535478,352372,387491,328031,393720,580571,706121,682949,745632,820258,777474,991401,715595,456591
문화서비스,강원도,870285,626233,588299,701581,877225,760833,1282900,2033739,951569,873228,853857,1863731,2141608,1989811,877996,772707,1243080,1815647,2655489,4018829,1204392,1273420,1042048,1810168,2197995,1134100,240389,317833,626763,715163,1099078,1834419,543530,955567,565807,472560,417849,713875,405221,520301,710226,738105,904922,1101917,752828,980964,769280,694102,1149715,1033091,653014,1001673,1811713,1860556,2020638,2478188,1479714,2201365,1339545,1344517
문화서비스,경기도,7127835,5392397,5544094,7472047,9077133,7749643,8160942,11211432,8561085,8833632,8711276,9021591,7560267,9165696,8440630,10507413,13348288,13366046,11810963,15166469,10305725,13644044,9530456,9467450,7595534,4166725,3022385,3547303,5492195,4615924,6021228,6051327,3657261,7929492,4382350,1875623,2132573,3928776,4273632,6906524,7637537,7199835,5188797,6747954,7375069,9685011,6959566,5084738,4781242,4048875,4286830,9873292,15283337,13987338,14325797,14624032,11634825,12252039,7073630,8910654
문화서비스,경상남도,1432185,953298,887726,1019311,1198121,1113845,1363944,2086984,1246518,1079889,1112377,1304779,1137027,1377747,962420,901055,1233869,1384307,1330710,1815650,1281985,1230044,1198227,1259842,1129066,593563,208145,200717,506106,481269,711451,1039853,398850,717278,514734,222008,273119,420065,462092,442418,626779,611699,697821,836969,670252,1137621,823846,512419,559533,445236,461552,777116,1618725,1683447,1571042,1870587,1155921,1765293,870601,1184705
문화서비스,경상북도,929367,667302,675808,853407,930666,821173,910853,1538453,1026581,943560,887386,967197,857419,994127,794833,763313,981401,1090815,983466,1363780,821009,1052126,959165,900600,784849,431933,93752,165129,359787,359785,566234,958364,358816,847428,582087,213407,234487,429652,428705,534553,714118,615661,693596,892216,738337,988548,801280,513816,613456,454932,403600,679002,1257582,1307069,1205380,1351755,910892,1147632,807574,907365
문화서비스,광주광역시,735365,565697,462985,525360,605703,543138,666697,1024065,603763,518241,591784,716453,651101,793585,510916,487524,687813,846697,801262,1015748,617356,562271,686836,794794,674665,422931,198823,147900,211397,327750,337338,568337,285119,426250,310218,201988,216246,250535,297520,316138,330840,423852,521109,595604,439201,415558,414860,358074,378006,277195,274517,332351,860642,998182,924446,928280,725059,464523,441801,742300
문화서비스,대구광역시,1655105,1219765,1032181,1144161,1391175,1315439,1607516,2287295,1369633,1143655,1338826,1620888,1310217,1571184,1072319,919266,1316214,1584071,1534848,1890801,1173681,1089421,1281791,1532790,1222877,611815,71791,117441,246353,409886,623863,920761,409625,582690,460925,259180,298438,378177,436051,415450,519410,542192,700515,773344,635919,608209,583388,542711,514225,374514,398599,489305,1254006,1406719,1358811,1278982,903288,643119,610640,1133750
문화서비스,대전광역시,799045,546511,473309,568414,658545,609460,785729,1078253,640660,536591,638199,775475,662230,766153,548960,472725,642459,794821,791281,899078,584431,596611,710255,839651,668298,358236,138094,112619,171679,218126,291950,460723,215734,317286,266821,147814,152134,194436,237542,226753,258826,326326,351580,343530,328486,329117,309606,278326,268602,195737,201161,243172,718820,791482,804879,736114,573999,396872,353492,624402
문화서비스,부산광역시,2860717,2054035,1797250,2035446,2257142,2192741,2613446,3812417,2476000,2115809,2116688,2596071,2165906,2651484,1879450,1667627,2213708,2558064,2393417,3098526,1928760,1928444,1821546,2105252,1766618,937491,295182,239460,380340,630227,932123,1287591,542836,821715,723052,369850,406560,674047,771764,728978,911060,1017222,1149811,1100805,994021,1020288,953225,836713,854245,663845,654705,804465,1926310,2141806,2177645,2253564,1517498,1197678,1048979,1770447
